id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1217290640971771559,Harvard Room on the River!,10825995,Mike,,Riverside,42.36460820560363,-71.1155508193134,Private room,,250,0,,,4,88,0,
1220584110709467998,"3bed, 2bath house, walk to Harvard/MIT+parking",426177296,Grace,,The Port,42.3702,-71.09764,Entire home/apt,618,3,17,2025-09-08,1.28,3,174,15,C0498980491
1221193592464274041,Affordable 1Bedroom in Harward Campus,373675137,Liya,,Agassiz,42.380769605411196,-71.11781871621915,Private room,52,29,1,2025-04-30,0.20,97,56,1,
1224103678525360830,Private master suite*walk to Harvard/MIT+parking,426177296,Grace,,The Port,42.37022,-71.0977,Private room,214,2,9,2025-08-04,0.69,3,143,8,C0498980491
1225319201692184906,A similar to a hotel-style unit,3011415,Sherry,,Riverside,42.36652,-71.11007,Entire home/apt,235,30,0,,,2,94,0,C0314940491
1226359315673997274,Queens of Waterbridge (Victoria),389844952,Jakob,,Strawberry Hill,42.37555,-71.15058,Private room,68,31,30,2025-09-10,2.50,2,337,30,
1226379655698312130,Queens of Waterbridge- Elizabeth,389844952,Jakob,,Strawberry Hill,42.37586,-71.15205,Private room,77,31,34,2025-08-11,2.60,2,344,27,
1227787991851659159,"2 private rooms, walk to Harvard/MIT+free parking!",426177296,Grace,,Wellington-Harrington,42.37254350078882,-71.09910994825631,Private room,315,3,13,2025-08-24,1.09,3,140,13,C0498980491
1228141057351589960,Harvard/MIT: Loved by repeat & long term guests,281596826,William,,Mid-Cambridge,42.3741857,-71.1075845,Entire home/apt,266,1,26,2025-08-28,2.06,1,301,24,C0500300491
1228580827116834283,Central Square penthouse MIT/Harvard W/D Parking!,463475392,Haroldo,,The Port,42.3638835,-71.1004346,Entire home/apt,545,2,19,2025-06-18,1.45,33,205,14,STR-635467
1231200267837599846,#3 Monthly luxurious furnished rm#3,584853621,Pinyen,,The Port,42.36891577592279,-71.09883397761638,Private room,102,28,0,,,3,131,0,
1231218849312160323,"Central Penthouse City Skyline Views, Gym sleep 8",463475392,Haroldo,,The Port,42.36388,-71.10044,Entire home/apt,447,2,26,2025-09-15,2.04,33,168,24,STR-511551
1231842790919068278,Nice Space near Harvard U (3),65735793,Sheldon,,Mid-Cambridge,42.37059773447151,-71.10674591984592,Private room,78,1,67,2025-09-12,5.51,3,35,67,
1231846129912835942,Nice Space near Harvard U (4),65735793,Sheldon,,Mid-Cambridge,42.37066,-71.10801,Private room,80,1,87,2025-09-12,7.13,3,44,87,
1232012149968507798,Comfortable 2Bed-room in Harvard,380623623,Sofia,,Agassiz,42.38199995909328,-71.11775055899969,Private room,65,29,9,2025-05-11,0.73,22,85,8,
1232015719431173776,Sweet 2Bed-room in Harvard campus,380623623,Sofia,,Agassiz,42.38251293442142,-71.11744835388316,Private room,65,29,10,2025-05-12,0.90,22,85,10,C0458970491
1233950828897082169,"Inviting 3BR In Cambridge, Walk To T & Central Sq",43613912,Drew,,Riverside,42.36421440000001,-71.1082495,Entire home/apt,465,3,33,2025-09-21,2.60,1,187,30,
1234927492106462677,Central Square penthouse MIT/Harvard W/D Parking!,463475392,Haroldo,,Cambridgeport,42.36425,-71.10194,Entire home/apt,375,2,15,2025-08-07,1.20,33,87,13,
1240672030492221797,close to Harvard & MIT 1/E,15154687,Taskin,,Wellington-Harrington,42.37136,-71.09127,Private room,81,1,84,2025-09-17,6.58,16,347,80,
1241558164458790735,Walkable Cambridge Retreat,21214203,Theodore,,Agassiz,42.38321071593467,-71.11468688433499,Entire home/apt,596,3,9,2025-06-16,0.75,1,31,9,STR286694
1241598489990237742,Cozy & Convenient Inman Square Apartment,11869933,April,,Mid-Cambridge,42.37197199754264,-71.1008156826708,Entire home/apt,114,30,3,2025-04-07,0.27,1,121,3,
1243535634138473191,Spacious room near Porter Sq d3,218493228,John,,Neighborhood Nine,42.38879,-71.12366,Private room,105,30,56,2025-09-21,4.69,4,341,56,
1243687443033668132,Charming Bi-Level Townhouse near Harvard & MIT,31340713,Kama,,Riverside,42.36594,-71.11069,Entire home/apt,,2,2,2025-04-28,0.20,10,262,2,
1244865689086446980,Cozy bedroom next to Porter SQ r3,248263858,Ann,,Neighborhood Nine,42.38661564860657,-71.12488650011618,Private room,80,30,35,2025-08-07,2.92,2,360,35,
1245193538360887691,Private Garden Studio Near Harvard,17970026,Junzi,,Mid-Cambridge,42.37634,-71.11046,Entire home/apt,,3,7,2025-06-09,1.07,1,0,7,STR-769494
1245363849455896033,LUX Retreat | Yard Parking Subway | Harvard/MIT/BU,502043395,Tra My,,Riverside,42.36501,-71.10946,Entire home/apt,604,1,51,2025-09-09,4.08,7,312,50,
1252234122328267954,Perfect Fit! 2 Bed - Central,653636057,Shane,,The Port,42.36645,-71.10137,Entire home/apt,227,30,12,2025-06-30,1.75,7,0,12,
1253095765275947076,Central Square Lux Studio w/King bed MIT/Harvard,463475392,Haroldo,,The Port,42.36388,-71.10044,Entire home/apt,182,2,24,2025-09-02,2.00,33,174,24,
1253105117613411219,Central Square Lux Studio 2-Queen beds MIT/Harvard,463475392,Haroldo,,The Port,42.36388,-71.10044,Entire home/apt,156,2,27,2025-09-16,2.23,33,136,27,
1255400963257975731,Modern 2bed/2bath + Office/Den,653636057,Shane,,Cambridgeport,42.36461,-71.1036,Entire home/apt,250,30,14,2025-09-16,1.37,7,307,14,
1255411501797072121,Fantastic - 2 bed - Central Sq,653636057,Shane,,The Port,42.366252269339164,-71.10198150217538,Entire home/apt,160,30,1,2024-11-15,0.09,7,96,1,
1255421497796206893,Stylish & Comfortable 2 bed Apt.,653636057,Shane,,The Port,42.366528224286164,-71.10223234930231,Entire home/apt,158,30,12,2025-09-22,1.50,7,317,12,
1256767679261069067,Modern - Balcony - 3 bed/2 bath,653636057,Shane,,Cambridgeport,42.36492349367338,-71.10372068454775,Entire home/apt,261,30,7,2025-08-17,0.68,7,284,7,
1258041198604204820,Modern Central - 2 Bed Full Apt,653636057,Shane,,Cambridgeport,42.36484,-71.10359,Entire home/apt,300,30,9,2025-06-13,0.94,7,319,9,
1258524489116174223,"Harvard Square, Charles River",1429482,Ugo,,Riverside,42.36735998260285,-71.11175594822718,Entire home/apt,,30,0,,,1,188,0,
1258614589442435697,Quiet & Private Stay by Harvard/MIT + Free Parking,15775738,Sungjoo,,Riverside,42.3649,-71.11287,Entire home/apt,361,1,24,2025-09-14,2.56,1,165,24,
1258940902069664010,Walk to Harvard MIT Subway Private Bedroom M2,93503221,Lynne,,Mid-Cambridge,42.37481,-71.10613,Private room,82,1,43,2025-09-10,3.64,8,68,43,
1262587718858139279,Perfect Location - 3 Bed-Balcony,653636057,Shane,,Mid-Cambridge,42.36643,-71.10362,Entire home/apt,261,30,9,2025-08-10,0.89,7,272,9,
1264057236607671826,Central Serene Condo near MIT/Harvard w/King GYM,463475392,Haroldo,,The Port,42.36448272550945,-71.10155690175387,Entire home/apt,505,30,8,2025-08-04,0.79,33,157,8,
1264464956394349904,Harvard Sq 3BR House w/ parking,529457823,Trang Diep Kieu,,Mid-Cambridge,42.37617,-71.11138,Entire home/apt,547,1,9,2025-08-14,2.14,2,46,9,STR-285202
1268486506424486225,"Back-Bay Central Condo w/Roof top, Gym & Parking!",463475392,Haroldo,,East Cambridge,42.36206,-71.08106,Entire home/apt,707,2,18,2025-09-22,1.76,33,180,18,
1270367640007649475,Room in Cambridge near MIT Kendall,595258599,Hui,,East Cambridge,42.37230411419942,-71.08206839542527,Private room,,28,2,2025-06-29,0.34,1,0,2,
1270440729536417168,close to Harvard & MIT 1/A,15154687,Taskin,,Wellington-Harrington,42.3714065707547,-71.09131070576385,Private room,80,1,38,2025-09-12,3.35,16,334,38,
1270533746072985791,15 mins walk to Harvard-Queen Bed,582181409,Zhengyi,,North Cambridge,42.3891,-71.1205,Private room,101,2,14,2025-09-18,2.61,2,188,14,
1273148323077271037,Lakeside Golf Home,579486959,Yujia,,Strawberry Hill,42.38272,-71.15758,Entire home/apt,,7,1,2025-09-16,1,2,1,1,
1273189250904342859,A peace & quiet room in Cambridge,68892304,Ying,,Strawberry Hill,42.3780392710286,-71.15101981944983,Private room,105,1,25,2025-09-19,2.31,6,153,25,
1277562459880919059,Architect built Cambridge house,61279652,Natalia,,The Port,42.36994,-71.09727,Entire home/apt,419,91,0,,,1,180,0,
1277827783190862288,Close to Harvard & MIT 3/2,15154687,Taskin,,Wellington-Harrington,42.37145,-71.09145,Private room,90,1,23,2025-09-14,6.05,16,331,23,
1277836969596342954,Close to Harvard & MIT unit 2,15154687,Taskin,,Wellington-Harrington,42.371367988766835,-71.09045198630938,Entire home/apt,107,1,16,2025-09-25,2.68,16,341,16,
1278840348596448970,"Luxurious Home | Free Parking near Harvard, MIT, T",18776842,Delphine,,Cambridgeport,42.36482,-71.10318,Entire home/apt,346,2,59,2025-09-21,5.62,5,155,59,
1278903150704713817,Apartment in Cambridgeport,4141159,Barbara,,Cambridgeport,42.35752913591569,-71.11071050430508,Entire home/apt,,2,17,2025-07-27,1.61,1,0,17,
1279180390656048115,Modern Bedroom In Cambridge,657804004,Janesh,,Wellington-Harrington,42.37177,-71.09721,Private room,104,1,17,2025-09-16,2.98,3,226,17,C0507520491
1279184126017410140,Cozy Bedroom with Attached Bathroom,657804004,Janesh,,Wellington-Harrington,42.37153,-71.09744,Private room,150,1,4,2025-08-03,1.12,3,69,4,
1279278256504631898,2Beds Sleep 4! with Private Bathroom,502043395,Tra My,,Riverside,42.36561098580783,-71.10747385736977,Private room,,2,0,,,7,0,0,
1279282979941676694,Place to stay Walk to Havard MIT BU,502043395,Tra My,,Riverside,42.36496435332337,-71.10822664568057,Private room,,2,1,2024-11-14,0.09,7,0,1,
1279537761128947713,Blueground | Porter Square 1bd apartment,107434423,Blueground,,Agassiz,42.3849086,-71.1169106,Entire home/apt,256,31,0,,,169,120,0,
1279807588490719470,Modern Family Oasis near Harvard,657804004,Janesh,,Wellington-Harrington,42.37380196122843,-71.09554350477332,Entire home/apt,828,1,2,2025-05-30,0.38,3,69,2,
1279860268950640310,Stylish room near Davis/Porter Square(Purple Room),247952983,Isabelle,,North Cambridge,42.39712345210199,-71.12897105054283,Private room,66,28,2,2025-08-29,0.43,3,281,2,
1279898269426648627,"Sunny Riverside Apt Near MIT, Harvard & Red Line",31340713,Kama,,Riverside,42.36617085090503,-71.11205186430328,Entire home/apt,171,2,2,2025-01-26,0.19,10,290,2,
1280488916169232339,Cozy Room in Cambridge Condo,9419502,Jeff,,West Cambridge,42.38346623966628,-71.143549573986,Private room,89,30,5,2025-06-01,0.48,1,363,5,
1282851235589406381,"Location! 10 min walk to Harvard U, Mt Auburn Hosp",1149791,Maria,,West Cambridge,42.37882,-71.12759,Entire home/apt,144,30,2,2025-09-18,0.41,1,307,2,ROC-13361724-004
1290663516928404456,2Bedroom Home Convenient Neighborhood,459285373,Susan,,East Cambridge,42.36976,-71.086,Entire home/apt,178,30,0,,,1,280,0,
1293467989847493402,Charming Cambridge Home,1330904,Ahu,,Cambridgeport,42.36154,-71.11203,Entire home/apt,356,30,1,2025-04-24,0.19,1,266,1,
1294300479374224134,"Rare Find! Near Museum of Science, Boston",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,0,0,C0015760490
1294302321404757466,Cozy Room w/ Charles River & Boston Skyline Views,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,,1,0,,,28,322,0,C0015760490
1294304021677856340,Your Luxurious Suite Awaits!  Close to Attractions,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,316,0,C0015760490
1294305526233402995,"2 Comfortable Units! w/ Pool, Pets are Allowed!",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,287,0,C0015760490
1294306871673069126,Charming Hotel Near MIT & Harvard – 5 Min Drive,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,493,1,2,2025-04-20,0.15,28,328,1,C0015760490
1294308699036839896,Sit Back and Enjoy the River View!  Indoor Pool,657466767,Aishat,,East Cambridge,42.36671,-71.07489,Hotel room,50000,1,3,2025-07-04,0.17,28,323,2,C0015760490
1294309897144946101,Serene Hotel Room Ideal for Family Stays in Boston,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,2,2024-05-19,0.10,28,323,0,C0015760490
1294312703904833771,Charming Room w/ Indoor Pool + Charles River View,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,50000,1,1,2024-10-13,0.09,28,317,1,C0015760490
1294314014496205752,Enjoy River Views at Elegant Room near Harvard,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,1,2024-07-28,0.07,28,317,0,C0015760490
1294316868605723863,City Dreams are made here! Close to Faneuil Hall,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,332,0,C0015760490
1294317281185483790,Perfect location to explore Boston and then Relax!,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,,1,0,,,28,333,0,C0015760490
1294334686299509971,"Prime Location! Near Museum of Fine Arts, Boston",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,323,0,C0015760490
1294338423489964373,Dlx Room Perfect for Exploring Boston & Cambridge,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,323,0,C0015760490
1294339845498198013,"Contemporary Hotel Near Faneuil Hall, 10 Min Drive",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,323,0,C0015760490
1294341193895886017,Scenic Room w/ Charles River Views - Near Harvard,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,305,0,C0015760490
1294342169714204490,Elegant Hotel Room Near TD Garden – 15 Min Walk,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,305,0,C0015760490
1294356313610161194,"Vacation is Calling! w/ Indoor Pool, Pet-Friendly",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,,1,7,2025-09-04,0.31,28,299,6,C0015760490
1294361599832283416,Hello Luxury in Boston! Explore Faneuil Hall,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,7,2024-07-01,0.27,28,298,0,C0015760490
1294363464034666970,"Elegant Room Near MIT, Harvard & Faneuil Hall",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,1,2024-10-13,0.09,28,324,1,C0015760490
1294366250821507791,Look No Further! Near Boston Symphony Hall,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,324,0,C0015760490
1294366409742158095,Cozy Room Near Harvard – Ideal for College Visits,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,307,0,C0015760490
1294368205347861708,"Look No More! w/ Indoor Pool, Pet-Friendly",657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40031,1,5,2024-08-31,0.24,28,307,0,C0015760490
1294370743073165447,Riverside Room Perfect for Business Trips,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,1,2024-07-07,0.07,28,302,0,C0015760490
1294371355840097309,Pet-Friendly Property in Boston With Indoor Pool!,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,50031,1,7,2025-09-01,0.45,28,301,6,C0015760490
1294373661432538616,Relaxing Time in a Luxurious Property with Views,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,0,,,28,322,0,C0015760490
1294374827856762527,Enjoy City Views at Elegant Room near Harvard,657466767,Aishat,,East Cambridge,42.3667097,-71.0748939,Hotel room,40000,1,2,2024-09-01,0.08,28,320,0,C0015760490
1294380736372656414,Riverside Hotel Near Fenway Park – 10 Min Drive,657466767,Aishat,,East Cambridge,42.36627,-71.07598,Hotel room,50031,1,11,2025-08-17,0.53,28,322,7,C0015760490
1294476327206129080,Comforts in tranquility by Harvard/MIT,123135333,Lori,,Mid-Cambridge,42.37360291940386,-71.10789296508179,Entire home/apt,425,1,25,2025-09-08,2.68,2,343,25,
1295821476955399546,Luxury flat - central Cambridge,273391394,Vidhi,,Area 2/MIT,42.36254,-71.08691,Entire home/apt,179,5,1,2025-08-27,0.91,1,54,1,
1297296644557524485,"Single family, Harvard University, Red line",31340713,Kama,,Agassiz,42.38185,-71.115,Entire home/apt,381,30,0,,,10,150,0,C0476830491
1303081637472953926,Cozy place for rent,373675137,Liya,,North Cambridge,42.3933961,-71.13305869999999,Private room,,29,0,,,97,11,0,
1303094695452201184,Affordable 1Bedroom in Boston Area,373675137,Liya,,North Cambridge,42.3933961,-71.13305869999999,Private room,,29,0,,,97,0,0,
1303098342776101324,Comfortable space for rent,373675137,Liya,,North Cambridge,42.394131443417216,-71.13206316831648,Private room,,29,0,,,97,0,0,
1303525086557444901,Modern LUX | Deck+ Parking | Near T Harvard/MIT/BU,502043395,Tra My,,Riverside,42.36488,-71.10758,Entire home/apt,705,2,56,2025-09-21,5.62,7,294,56,
1305199050807494395,Affordable place for rent,373675137,Liya,,North Cambridge,42.39362036309791,-71.13186334725121,Private room,,29,0,,,97,0,0,
1305475912967336497,Walk to Harvard & MIT 2,15154687,Taskin,,Cambridgeport,42.36402087999508,-71.10769605942114,Private room,101,1,36,2025-09-25,4.22,16,348,36,
1306692135151077376,A private room in Harvard Square,209566405,Michelle,,Mid-Cambridge,42.37706776487402,-71.11147673999373,Private room,77,30,2,2025-07-10,0.66,2,77,2,
1308790022395046105,Beautiful 3Bedroom Apartment,373675137,Liya,,North Cambridge,42.39306070778064,-71.13407218157246,Private room,,29,0,,,97,0,0,
1308821660372582773,Steps from the T & Museum of Science,666372838,Fairfield Inn Suites Boston Ca,,East Cambridge,42.372885,-71.079683,Private room,301,1,222,2025-09-22,24.22,1,94,222,
1308826255467962603,Convenient 1Bedroom Apartment,373675137,Liya,,North Cambridge,42.39450300461728,-71.13234622846869,Private room,,29,0,,,97,26,0,
1308846162056102099,Fantastic 1Bedroom in Boston,373675137,Liya,,North Cambridge,42.39248747715198,-71.13190908148631,Private room,,29,1,2024-12-31,0.11,97,1,1,
1308878725781263883,Comfortable Space for rent,373675137,Liya,,North Cambridge,42.39242637000307,-71.13197290425171,Private room,,29,0,,,97,0,0,
1309736878656130884,Lovely 3Bedroom Apartment in Boston,373675137,Liya,,North Cambridge,42.39458,-71.13216,Entire home/apt,,29,0,,,97,0,0,
1313029626675419729,"Queen Room. Walk to Harvard, 3 Stops to MIT",549625269,Brianie,,North Cambridge,42.39047316635591,-71.12208885073451,Private room,196,29,1,2025-05-30,0.25,1,365,1,
1313250609203710870,Very comfortable 1 bedroom in Boston,373675137,Liya,,North Cambridge,42.394542242574744,-71.13271831488393,Private room,,29,0,,,97,0,0,
1313277221998634744,Peacefull 1 bedroom in Boston,373675137,Liya,,North Cambridge,42.39423143399749,-71.13378475530737,Private room,,29,1,2025-01-04,0.11,97,0,1,
1313301960513049198,Comfortable 1 Bedroom in Boston,373675137,Liya,,North Cambridge,42.39261553134992,-71.13218863089469,Private room,,29,0,,,97,0,0,
1314036192803424107,Private 1 BDR Apt in Harvard sq home with A/C,145655051,Karen,,Neighborhood Nine,42.37813900685201,-71.12180294259325,Entire home/apt,120,91,0,,,4,343,0,
1314503196469375292,Accessible Private Room #1776 C,533234561,Tina,,Neighborhood Nine,42.385206257174204,-71.13031010601102,Private room,,31,0,,,13,61,0,C0520200491
1316079594397757163,Convenient 1 Bedroom in Boston,373675137,Liya,,North Cambridge,42.39261,-71.13206,Private room,,29,0,,,97,0,0,
1316114470624958889,Great 1 Bedroom in Boston,373675137,Liya,,North Cambridge,42.39442953290716,-71.13196024022513,Private room,,29,0,,,97,0,0,
1316146649117544288,Amazing 1 Bedroom in Boston,373675137,Liya,,East Cambridge,42.37129,-71.08046,Private room,,29,0,,,97,2,0,
1316177516686633036,Nice 1 Bedroom in Boston,373675137,Liya,,North Cambridge,42.39430031097367,-71.13389307423512,Private room,,29,0,,,97,14,0,
1317863901961996917,King Bed | Indoor Heated Pool. Near Harvard Square,667778586,Luigi Boy Pabua,,North Cambridge,42.39871,-71.14724,Private room,268,1,58,2025-09-07,6.69,2,171,58,
1317864001522489250,Two Queen Beds | Heated Pool. Pet-Friendly. Gym,667778586,Luigi Boy Pabua,,North Cambridge,42.39869,-71.14725,Private room,271,1,27,2025-07-10,3.20,2,164,27,
1318158230621430853,"Blueground | Central Sq, gym, nr bars & groceries",107434423,Blueground,,The Port,42.36375950000001,-71.10030499999999,Entire home/apt,,31,0,,,169,225,0,
1318446978455140929,Amazing downtown home in Boston,373675137,Liya,,North Cambridge,42.39290586072909,-71.133929939646,Private room,,29,0,,,97,0,0,
1318460925700073603,Comfortable Space for rent,373675137,Liya,,North Cambridge,42.394228765835145,-71.13345476255935,Private room,,29,0,,,97,6,0,
1318931353264908487,Homey place in downtown Boston,373675137,Liya,,North Cambridge,42.39250355408745,-71.13247137217182,Private room,,29,0,,,97,0,0,
1318982717032338038,Sweet home,373675137,Liya,,North Cambridge,42.39230880807037,-71.13400470216035,Private room,,2,0,,,97,0,0,
1320421482516957805,most beautiful downtown home,373675137,Liya,,North Cambridge,42.39225,-71.13332,Private room,,29,0,,,97,0,0,
1320504471606279205,Enjoyable Home,373675137,Liya,,North Cambridge,42.39453,-71.13269,Private room,,29,0,,,97,0,0,
1321118098221853368,Charming place for rent,373675137,Liya,,North Cambridge,42.39224,-71.13278,Private room,,29,0,,,97,0,0,
1321164896988390120,Modern Place,373675137,Liya,,North Cambridge,42.39389,-71.1342,Private room,51,29,0,,,97,45,0,
1321174876852233560,Wonderful place for rent,373675137,Liya,,North Cambridge,42.39421,-71.13252,Private room,,29,0,,,97,0,0,
1321209024821164846,Period Home for relaxing,373675137,Liya,,North Cambridge,42.39453,-71.13385,Private room,,29,0,,,97,0,0,
1321911653458085029,Gorgeous 1 Bedroom Apartment,373675137,Liya,,North Cambridge,42.39391,-71.13389,Private room,,29,0,,,97,9,0,
1321930314417727576,Marvelous Studio For Rent,373675137,Liya,,North Cambridge,42.39281,-71.13394,Private room,,29,0,,,97,0,0,
1322171260331159743,Renovated Harvard Square Condo,22367355,Emma,,Neighborhood Nine,42.38073,-71.12649,Entire home/apt,,90,0,,,2,83,0,
1325604998465161105,Cozy home in Boston,373675137,Liya,,North Cambridge,42.39289,-71.13225,Private room,,1,0,,,97,0,0,
1325641804133767815,Best place for rent,373675137,Liya,,North Cambridge,42.394116653472224,-71.13393327453193,Private room,,29,0,,,97,0,0,
1325644254538738388,nicest home to rent,373675137,Liya,,North Cambridge,42.39389,-71.13384,Private room,,29,0,,,97,0,0,
1325655163906184115,Sweet home,373675137,Liya,,North Cambridge,42.39434,-71.13199,Private room,,1,3,2025-02-28,0.38,97,0,3,
1325667961722374923,Cozy Home,373675137,Liya,,North Cambridge,42.39292,-71.13416,Private room,,29,0,,,97,0,0,
1325676792141712839,Beautiful Home,373675137,Liya,,North Cambridge,42.39252,-71.13276,Private room,,3,0,,,97,0,0,
1325684774298927045,Marvelous Home,373675137,Liya,,North Cambridge,42.39291,-71.13386,Private room,,3,0,,,97,0,0,
1326249269071711527,unforgettable place,373675137,Liya,,North Cambridge,42.39427,-71.13191,Private room,,29,2,2025-01-20,0.24,97,0,2,
1326264524412717405,Affordable home for rent,373675137,Liya,,North Cambridge,42.39254,-71.13367,Private room,,29,2,2025-02-19,0.24,97,0,2,
1326280500983484112,Super Nice Place in downtown,373675137,Liya,,North Cambridge,42.39393,-71.1338,Private room,,29,0,,,97,0,0,
1326314679169136740,Comfortable place,373675137,Liya,,North Cambridge,42.39282,-71.13219,Private room,,29,0,,,97,0,0,
1327076982500447300,Sweet 1Bedroom in Boston,373675137,Liya,,North Cambridge,42.39271,-71.13212,Private room,,29,0,,,97,0,0,
1331069533183258134,Room with Private Bath Near MIT/Harvard/BU/NEU,9260834,Cai,,Cambridgeport,42.35898,-71.10571,Private room,111,30,4,2025-05-11,0.54,3,362,4,
1332865784938961285,Harvard/MIT Bright 1 BR + Loft,177906351,Siyu,,The Port,42.36581,-71.0987,Entire home/apt,214,2,10,2025-09-14,2.11,2,187,10,
1332992385927551026,Suite Room with Private Bath Near MIT/Harvard/BU,9260834,Cai,,Cambridgeport,42.36048821520472,-71.10598683420538,Private room,121,30,3,2025-07-19,0.57,3,332,3,
1333339501523525686,Cute 3 bed in Cambridge 1 pullout couch,672717025,Thomas,,North Cambridge,42.398161821691154,-71.13065000850149,Entire home/apt,239,1,0,,,3,116,0,
1334442025878464474,Cozy 1BR Overlooking Boston,673068929,Bassem,,East Cambridge,42.371822601501435,-71.07670391321042,Entire home/apt,148,1,1,2025-08-24,0.83,1,264,1,
1334639611846241561,Room with Shared Bath Near MIT/Harvard/BU/NEU,9260834,Cai,,Cambridgeport,42.36086,-71.10592,Private room,93,30,3,2025-04-24,0.47,3,273,3,
1339871308504440850,"Blueground | Kendall Sq, AC, w/d, nr MIT Museum",107434423,Blueground,,East Cambridge,42.3659952,-71.08366749999999,Entire home/apt,322,31,0,,,169,242,0,
1339882128761117234,Comfy room in Cambridge,672717025,Thomas,,North Cambridge,42.395720675507434,-71.128990843613,Private room,95,1,1,2025-09-27,1,3,7,1,
1339887376837483264,Cozy room - private entrance,672717025,Thomas,,North Cambridge,42.39754963687731,-71.13113059932999,Private room,,1,9,2025-08-10,1.48,3,352,9,
1343412244563183514,As close as you can get to campus,561879186,Harvard Square Hotel Cambridge,,West Cambridge,42.372663,-71.1221451,Private room,,1,0,,,5,80,0,
1343412244652651088,Prime spot near Harvard & the Charles River,561879186,Harvard Square Hotel Cambridge,,West Cambridge,42.372663,-71.1221451,Private room,336,1,2,2025-08-24,0.45,5,87,2,
1343412432863027515,"Lobby café, parking & accessible features",561879186,Harvard Square Hotel Cambridge,,West Cambridge,42.372663,-71.1221451,Private room,,1,1,2025-06-30,0.33,5,73,1,
1343412450757058987,Inviting home base near shops & cafés,561879186,Harvard Square Hotel Cambridge,,West Cambridge,42.372663,-71.1221451,Private room,,1,6,2025-08-10,1.23,5,81,6,
1343412568540226039,Restful furnishings and accessible features,561879186,Harvard Square Hotel Cambridge,,West Cambridge,42.372663,-71.1221451,Private room,,1,0,,,5,70,0,
1347432810363435510,15 mins walk to Harvard-King Bed,582181409,Zhengyi,,North Cambridge,42.38915773123168,-71.12032116320783,Private room,108,2,13,2025-09-26,2.44,2,159,13,
1350005990008252377,Convenient Private Room #1323 B,533234561,Tina,,Mid-Cambridge,42.3698933138151,-71.10100097294416,Private room,,31,0,,,13,53,0,C0523740491
1350027144389628919,Simple Private Room #1744 B,533234561,Tina,,East Cambridge,42.37183426113972,-71.08635087944498,Private room,,91,0,,,13,56,0,
1350029182717391228,Modest Private Room #1297 A,533234561,Tina,,Wellington-Harrington,42.3692,-71.09274,Private room,,91,0,,,13,83,0,C052019049
1350037881960769692,Functional Private Room #1323 C,533234561,Tina,,The Port,42.369929738059405,-71.10053060069737,Private room,,31,0,,,13,61,0,C0523740491
1350038682677642163,Simple Private Room #1323 D,533234561,Tina,,Mid-Cambridge,42.36843,-71.10244,Private room,47,31,0,,,13,53,0,C0523740491
1350040620023890977,Simple Private Room #1776 A,533234561,Tina,,Neighborhood Nine,42.38507,-71.13019,Private room,40,31,0,,,13,84,0,C0520200491
1350040627407597136,Simple Private Room #1812 B,533234561,Tina,,East Cambridge,42.36755551056573,-71.08173556428342,Private room,44,91,0,,,13,109,0,
